,ptr,ggo,ppy,mml,hsa br M 1,hsa br M 2,hsa br M 3,hsa br M 4,hsa br M 5,hsa br F 1,hsa cb M 1,hsa cb F 1,hsa ht M 2,hsa ht M 1,hsa ht F 1,hsa kd M 1,hsa kd M 2,hsa kd F 1,hsa lv M 1,hsa lv M 2,hsa ts M 1,hsa ts M 2,ptr br M 3,ptr br M 2,ptr br M 5,ptr br M 1,ptr br M 4,ptr br F 1,ptr cb M 1,ptr cb F 1,ptr ht M 1,ptr ht F 1,ptr kd M 1,ptr kd F 1,ptr lv M 1,ptr lv F 1,ptr ts M 1,ppa br M 1,ppa br F 1,ppa br F 2,ppa cb M 1,ppa cb F 1,ppa ht M 1,ppa ht F 1,ppa kd M 1,ppa kd F 1,ppa lv M 1,ppa lv F 1,ppa ts M 1,ggo br M 1,ggo br F 1,ggo cb M 1,ggo cb F 1,ggo ht M 1,ggo ht F 1,ggo kd M 1,ggo kd F 1,ggo lv M 1,ggo lv F 1,ggo ts M 1,ppy br M 1,ppy br F 1,ppy cb F 1,ppy ht M 1,ppy ht F 1,ppy kd M 1,ppy kd F 1,ppy lv M 1,ppy lv F 1,mml br M 2,mml br M 1,mml br F 1,mml cb M 1,mml cb F 1,mml ht M 1,mml ht F 1,mml kd M 1,mml kd F 1,mml lv M 1,mml lv F 1,mml ts M 1,mml ts M 2
ptr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu ht M 1,,,,,0.5614029344591499,0.5695421680480021,0.4869122218423497,0.4093782469765187,0.5024923228147946,0.598752161569385,0.5957120616036988,0.616176952675012,0.7304984745489561,0.7335473335931686,0.7499926100113891,0.6733697174430883,0.7253175453160674,0.7633043033098116,0.5996646436094731,0.6340309111553496,0.6736092858039098,0.7016760130116364,0.6631947118656422,0.6179929167060395,0.6805056565521852,0.6449160027456458,0.7027012749050717,0.5917076544745102,0.7324935380733781,0.6477802404538112,0.7410438543185761,0.7068188678551104,0.7163354755066147,0.6785521020232362,0.7349402802453833,0.6949104065472149,0.6354023420231618,0.6777279114424622,0.6800737549581947,0.6372954743872743,0.7224846314803566,0.6853316195569529,0.7808367013665773,0.7506005607560159,0.7445094934197167,0.7619232186703095,0.6911841426290145,0.7427411348945212,0.5496546181787008,0.6323315472308586,0.6655806986180738,0.6321775297918095,0.6888853601566448,0.7291735838208825,0.6870103614297494,0.7870535166478532,0.7229821658454815,0.7128446551390485,0.7010287239490113,0.7074750173489778,0.5869750537774179,0.6306001345864531,0.6017835026990468,0.6875071617833762,0.7275738727598028,0.738442012394957,0.7556506872218773,0.7331265106968966,0.7258370266386004,0.6445888273471312,0.6580241681364624,0.630646405836117,0.6112810787105446,0.620774639056901,0.7624943246681074,0.773329532807306,0.7519795130765492,0.7802882774593737,0.5360696678437205,0.6736171376144313,0.5765248257726716,0.5876350109439556
mmu ht F 1,,,,,0.6175016200171404,0.6040548111111871,0.571871593923767,0.5360111939860752,0.5801732594227892,0.675901070388879,0.5974688342356144,0.6781626634413489,0.7204422947468309,0.7064787628111757,0.7510386954271119,0.6429235155328995,0.7071294264765186,0.7412396783234356,0.5520383096096666,0.596634661811771,0.6680377558291823,0.6980634296569606,0.6334298536760128,0.5948831173371961,0.6534829144693091,0.6405155927179462,0.6685638931741038,0.6213493658905724,0.7155531239416171,0.6358231705796018,0.7130419794819207,0.6700281731635553,0.7526853847536239,0.7295434517250314,0.7481991396927066,0.711890700693192,0.6446957747189184,0.6479096535142429,0.6721648172298331,0.6361766277124736,0.7093966745228555,0.6505236698388266,0.767325707692236,0.7398933269750443,0.7823600235490318,0.7780659220086159,0.6966883030527407,0.7547225095809214,0.6354744558633147,0.6484927925471753,0.683234697643637,0.6003764652110157,0.673120637917922,0.7279121330452369,0.7141008542968611,0.763581721511044,0.7358149874736382,0.7052239098848689,0.6838039082062475,0.6916921829650546,0.6371005625924033,0.6864230921268054,0.6005145110511798,0.7045023882050061,0.7133943361502588,0.7047167126799231,0.7530614118784468,0.6981156325070201,0.7505335088087608,0.6678629273715136,0.6710414089141221,0.6916397329477231,0.6107068484764461,0.6024241725820307,0.7627214571035077,0.7979683178156716,0.7408224757503373,0.7475185910579093,0.6204761295810644,0.7384099680622365,0.558477499144006,0.6150191829947073
mmu kd M 1,,,,,0.5872165888245067,0.5797857377790885,0.520603228203104,0.438261549371218,0.5262438858051284,0.5933392553594199,0.6432796142654981,0.6550434267362628,0.7192346277308854,0.7201012789341439,0.762511525848442,0.6957280292051237,0.7721416873725718,0.796836154341805,0.6336476014216454,0.6577570068017738,0.5516557027974643,0.5095917270567738,0.689993410979207,0.6733553774183846,0.7099256848040437,0.689295305281646,0.7331185871062054,0.6260997306309377,0.7426309300414553,0.6740777478701715,0.6960468886780787,0.6924748546735013,0.6987204234381432,0.7143852108466717,0.7104801333755629,0.6958280136522821,0.40033463771603744,0.7115678391497907,0.7362000506083879,0.660989587762807,0.722156348146114,0.7051078298508249,0.7128662212950169,0.7115915845673102,0.7636900796273244,0.7780108908565448,0.6737411135070578,0.7283616540382022,0.3552030400604315,0.6818461718198847,0.6890167303348684,0.678574635153961,0.7078993902896082,0.6883377886305911,0.666612113182008,0.8010238107603781,0.7798200021908194,0.7316524065913395,0.712476075976287,0.5352906681294259,0.6826249961521259,0.6935794364720967,0.664540606702639,0.6085283209340182,0.672120719630319,0.7712659409177122,0.7756471555524467,0.71297344174521,0.6894441658810769,0.6881209600067983,0.7001958414590392,0.695392686890688,0.6945356430826614,0.7025592018095437,0.7867251609075806,0.7757812302613123,0.791926424695837,0.8530469151403718,0.5576507722686549,0.6962960439418063,0.406188666649521,0.37948394251276746
mmu kd M 2,,,,,0.5298888015379868,0.5169361897526457,0.4949827463305492,0.4202581256008108,0.5002664084313755,0.5709841093932897,0.5772012431186238,0.6316439625951986,0.71463114185287,0.6975812201724245,0.7381391880944101,0.6482037063543322,0.7160200677106577,0.747789722870505,0.619645066580671,0.6877340210654056,0.5589862113296674,0.5307745525263785,0.667065431409184,0.6370621167742571,0.6754219071338552,0.6663466454059658,0.6899889914308249,0.6307735572805642,0.7107243507358674,0.6387929631316693,0.6598220472984571,0.6741639653321,0.636681480954486,0.6790711742008932,0.7241968071505793,0.7191357203714952,0.41788373029655607,0.6338672691357066,0.7067285396583322,0.6366705950965591,0.6570621523837757,0.6412372807927329,0.6922145478251067,0.6791017024844498,0.7164236309125084,0.739048444922067,0.6652960392106695,0.7287202727582871,0.39673559820006654,0.6642993881447938,0.6701602786952734,0.6525816394927376,0.6798004413258987,0.7000860957678248,0.6713805693212589,0.7520263519217135,0.7269803078395376,0.7162190120612433,0.7215600734770153,0.5274579044727752,0.6452216410774515,0.6785733191634978,0.6354792425697269,0.6400803507095062,0.6845507091311945,0.7287187333098051,0.7596417896657587,0.7184805745566177,0.7371581009998444,0.6545576266418998,0.672671641183428,0.6641797416216639,0.6845554138650203,0.6631367689882981,0.7754694664833119,0.786253582809688,0.7609803064704038,0.7970266662965588,0.5757560320709845,0.7264881029824762,0.4578204644869962,0.4586791874920544
mmu kd F 1,,,,,0.5469926147083662,0.5397495129796868,0.44521252933936745,0.3766335247511531,0.44437474104654995,0.5529472915480208,0.5832977858645615,0.6161391151524896,0.6979711603015752,0.6820684158543162,0.7452517472801119,0.6249465260190166,0.7366070016101036,0.7630398288286424,0.60177056571688,0.6100890239148986,0.47514280716527657,0.4753420381812915,0.6381399182102157,0.6168195150890964,0.6616194893684249,0.6223467027965174,0.705778175630873,0.5868425536821048,0.7050184810192643,0.6330727243411209,0.7235022036141698,0.6950332431019792,0.691516888092547,0.6717258954813917,0.6684963897259347,0.6468635599020081,0.3949824552157895,0.6977591634467439,0.6658806634018691,0.6172105744294881,0.6935285903076802,0.6667971104365906,0.7141396558342603,0.7164972891906973,0.7301331720252466,0.7427794166590898,0.6564743513450517,0.708439934871324,0.3310485398886186,0.6223589144420514,0.6556427313894407,0.6302384870220418,0.6562135827351783,0.6573953403734704,0.6200213885693523,0.7821843304432194,0.7436737919964839,0.6958786996254381,0.6862379817993799,0.5171303643678136,0.6096291340349154,0.6511980087358067,0.6516009868758815,0.6006690467952529,0.6760894496377982,0.7422323884275537,0.7498007381174205,0.6959663145943761,0.6532954292724541,0.6346154895803598,0.6758295611316468,0.6611844001658641,0.6580579104681391,0.7032471381920148,0.751685892029293,0.7807333391022514,0.7868500169415416,0.8335285825162334,0.47973584567862415,0.6898569190088218,0.42232828933200606,0.38378750274620804
mmu lv M 2,,,,,0.5203981545082548,0.5447733164735516,0.45217598780991725,0.3988489987856446,0.4459547161689379,0.5548990540147933,0.5570718253671485,0.5822625422187877,0.6734712891202164,0.6602366985169873,0.6937128274786946,0.6283057863813704,0.6904541674725737,0.719376103483941,0.6115764603876419,0.6505211199368812,0.5365228596746392,0.5399754312295288,0.6226232675729395,0.5965599944745921,0.6396834014707193,0.6040781873599932,0.6750848320489878,0.5976666510322397,0.6507958551982179,0.6001212005492529,0.6571758796766016,0.6422493865009369,0.6306405629471526,0.6423920069812575,0.6898202801088454,0.6423121910203673,0.43660307838666157,0.6274581113855815,0.6605759489549438,0.6037619942893167,0.6010126344713551,0.5943264858396322,0.6495280221189841,0.6412739739423845,0.6764148714979159,0.69854833965305,0.6550423306848885,0.7119829211513323,0.3838755357545328,0.572103592325303,0.6242387986207782,0.5933939841088486,0.6153391602313556,0.6256460354861795,0.6069158691648546,0.708378153213821,0.6573963373047907,0.6752040365558254,0.6764692004242064,0.535865150488142,0.5965158622025946,0.6447957573141909,0.6091964126456391,0.5920185320644882,0.6558353798636621,0.6763040955547166,0.7094687158960487,0.6724583732506796,0.6884624251250346,0.6284288174276811,0.6788377924965527,0.6480339178221476,0.646662244169322,0.6490331637426182,0.7105553740277519,0.748360174183585,0.7309899917673119,0.7382061931223609,0.48033006369010317,0.6446072931354878,0.40868856520009467,0.406304746977529
mmu lv M 1,,,,,0.5760482280254358,0.5670638570692831,0.6174401825160577,0.5676801545406591,0.6467951335716192,0.637790769368349,0.6273447478893255,0.6553570552887068,0.6534554978778575,0.6815192748924337,0.6663315305069986,0.6895849497106588,0.6857853953073648,0.7327592745635213,0.6373020332615013,0.7173938777582675,0.506785185487313,0.41674997150211357,0.714960011311937,0.6744488478804638,0.7125339119016856,0.7066723420606457,0.7110615596565251,0.6464978899727772,0.6740403259946092,0.6166355883847167,0.5570792115206076,0.6347105714664932,0.6798646472231877,0.726780457643258,0.7276961405574054,0.718134240648488,0.2385062288917869,0.6182914445655868,0.7482876900832964,0.6783387725564182,0.6033366226371626,0.6159906467325675,0.6148764192737138,0.6417879683411664,0.7291370634081246,0.7273731581876747,0.6956508126454891,0.7350865174321468,0.305982320679074,0.6825758424238787,0.6707924906154271,0.6342834418595097,0.666727331727924,0.6668355447589893,0.6507275552329416,0.713659068043243,0.6934301594278748,0.6602533702426079,0.6936324939913482,0.35628812325989934,0.7115889900730523,0.7122151213428456,0.6235850823032241,0.5931019731587472,0.6135272106891967,0.690618195131104,0.7067253222112259,0.6538097366505815,0.7175033651415547,0.6861373634980829,0.6666763322084219,0.691533641536754,0.688235086405664,0.6049086087836503,0.7511907528310596,0.7161596624865461,0.7410556835881031,0.7359861786899302,0.7000171115575009,0.7142813461028767,0.20776629561616053,0.26566434568695996
mmu lv F 1,,,,,0.549227771824851,0.5755878293362076,0.48776328558156284,0.4135371384857586,0.4804272668655792,0.5820218721249921,0.5571380935196482,0.5757295582506741,0.6634939215164729,0.658670147714259,0.6734063603014241,0.6463500932696304,0.6667818496229345,0.713635443735418,0.5836003667185863,0.6465349682686669,0.6551150443446412,0.6746562156295521,0.6458258653780189,0.6034652169933139,0.6494113051572619,0.6161052849945907,0.6727801414714246,0.5812249640674357,0.6453839836162694,0.5824052173496092,0.6116427764715684,0.6203539699534757,0.5886494145954793,0.6121446030606695,0.6481882214763993,0.6325587453440646,0.5446738444768938,0.6397480231900976,0.7083528967109639,0.6245733586130764,0.6081332903614813,0.609764191028464,0.6684184634013698,0.6422174544229898,0.6725031950000853,0.6852912765955613,0.6219817051287546,0.6970293388418538,0.46684442629516304,0.5843486967077779,0.604742274648184,0.5864497193144647,0.6076771232233106,0.6194884298973637,0.5975868296760457,0.6934642173374486,0.6403106786570971,0.6565450211646833,0.6616856164353867,0.6519947622467016,0.6061848302494217,0.6240058871179817,0.5694777362372954,0.5870736640495372,0.6722566929534008,0.6574305325456905,0.6851936473483391,0.6729793680323409,0.6926955336791693,0.6214885922695389,0.6492040151062399,0.636786813304043,0.6004609496643523,0.5927154835841084,0.6682863690988783,0.7114359423431604,0.6851595598660842,0.7132691192932037,0.48654283729899483,0.6056399380391033,0.5328517491093496,0.5279964085772441
mmu ts M 1,,,,,0.2841357741186535,0.27877024477832696,0.32792609936232137,0.27837947774982214,0.3040410983137341,0.32456788884254334,0.3467692262301218,0.43603346451275593,0.4289971584131301,0.4484699648604339,0.4598439034387785,0.41091581452705284,0.43733596892286114,0.4376914957089193,0.24611426019408777,0.24472866721021147,0.5943210116152369,0.6368852073822074,0.3486159156181909,0.3365301764666496,0.37212602860312083,0.39005280049269,0.3700738863223605,0.3151339310825673,0.48604464783684165,0.38241021721690843,0.3729046084734728,0.20354427191690258,0.22800968655495885,0.3657988384240195,0.4672954680927678,0.44251334207812976,0.6322804993891982,0.37906414742197,0.475876244218248,0.3566089967889142,0.4636598379718531,0.4239924540107602,0.5202471589988971,0.271371627237241,0.4333649788747974,0.4742160767178586,0.26965351884821137,0.5275719406072501,0.5971331686299999,0.37475265423701537,0.33315037473704867,0.38708742731312856,0.3992556279955025,0.31971741304261314,0.40715684130688384,0.28519898135111116,0.3950487363709575,0.5092570281354669,0.42711386944835444,0.6302951227761193,0.3482898319929574,0.35564565142490245,0.16293352332602917,0.3787130042751028,0.4585894731166766,0.38613708979511174,0.49239969066362854,0.518766752344338,0.5416138349236139,0.35999619814633804,0.43945512866762504,0.42443234726052637,0.18553442006711188,0.35776368653406243,0.2570567927369533,0.4642180888154253,0.20819835026285452,0.37861947885570185,0.25839955707032414,0.3240333475815246,0.6245819765115436,0.6367787176289642
mmu ts M 2,,,,,0.25965027735330276,0.2522038660611135,0.3072373966225461,0.26068956801903875,0.2836956364555796,0.3187923253154417,0.313884941865131,0.4303251105040582,0.4458285004147555,0.44967005512679414,0.46850043614954545,0.3913180306539036,0.4180881684025206,0.42293530336816704,0.2559028684806402,0.270732850398974,0.5959189562281472,0.6606728365675137,0.32041175188222754,0.3024995197672927,0.3430366931611329,0.36306892661064166,0.3408281834934232,0.32518281527411386,0.4723001307586713,0.3793887697706975,0.38727539781848713,0.2238775193834092,0.20136615861891402,0.34969833575565823,0.47334194039151917,0.43854808109400406,0.6247228471470844,0.34401907856343067,0.44011701229184497,0.3360032074843326,0.43449659796259216,0.39579871435838054,0.5139914261399596,0.2801318906193832,0.4009775542925132,0.4475011841860312,0.27769677779388163,0.5302292669888834,0.5924325506575102,0.354348564327546,0.3232643963062756,0.35886202378138327,0.38020358129168247,0.33202527155670014,0.42236419882610177,0.26880584235127725,0.3681198070226009,0.4991487849703684,0.42892924631805207,0.6378974759740316,0.31556208548035003,0.3456670474113143,0.15345101073152861,0.42168867345142436,0.48154070149351813,0.3620608993295121,0.477205420909222,0.5440671892367771,0.554102920399478,0.3321973227597659,0.41847077813542616,0.4047818738343704,0.18505124703115183,0.3466231212823528,0.24519716769617503,0.4796777074676483,0.19739672480329734,0.34665335385111273,0.2688972201104083,0.3397770581833062,0.6367571304691452,0.6563764747946407
mdo br M 1,,,,,0.3989757760202335,0.4461839597922238,0.3802100747489938,0.3230532590175243,0.30593478980933236,0.4279815444589494,0.44019809222721595,0.31502702645248143,0.4885977919525635,0.4728019336752558,0.46387620991768297,0.5357575864258742,0.5285313166148233,0.48985052075515356,0.5051412914399318,0.5604203048731077,0.3091793002522423,0.289918349645919,0.5150616102722262,0.4717425347452006,0.5164228780984674,0.5266190495511395,0.5345984565959476,0.4285910009601625,0.4203806609868459,0.41777370417587556,0.4542326469845496,0.5386417837759756,0.5115483783102225,0.4605080809099565,0.3916860995912501,0.4165821407292191,0.12387135825969905,0.493755982216118,0.49543458279007735,0.530354246504398,0.40646678493733657,0.4629810028625185,0.4903057861936311,0.5174826433318963,0.47007010864936993,0.5008994631904593,0.4690119452570287,0.42751252786828314,0.08250447813883542,0.48300827942318986,0.5158548218931043,0.5130448519941078,0.4877427757028746,0.5581759237874326,0.48088701332457967,0.6149480759888576,0.5038502205103311,0.489908679599433,0.5161896051829262,0.2308440086793638,0.4705050944044432,0.5186289027161395,0.5273105270485197,0.48437227808429606,0.5365668316636617,0.5118351568141523,0.4812504094869615,0.48385170977708153,0.3731491563667704,0.4979634835189531,0.502104551748992,0.5143237551673264,0.5895344355206632,0.5352206680868067,0.5297282049382543,0.5157195013266916,0.563658720271494,0.5417197204484306,0.3875367180135394,0.44362025162214824,0.18312320942991417,0.17738329308240328
mdo br F 1,,,,,0.39296674011332106,0.4414908767601104,0.37473391894763736,0.3513914773384742,0.3051884472487922,0.42771239311660186,0.4330017840453307,0.32132903579605077,0.45407800492211364,0.45176243631099644,0.4372627550172785,0.511843373940822,0.5155818015969242,0.4722232988513628,0.4806561788309511,0.5309652056954113,0.24818418151555025,0.2302254884751851,0.5019326924517444,0.4547103157472943,0.4999494030892161,0.4973174854045779,0.5316919168215523,0.4575600849655753,0.4067853300647645,0.42590651513811645,0.45559178237140624,0.5376672844424482,0.5421029837619362,0.4787128411153825,0.39776317728423527,0.40204232902819637,0.08772969668530288,0.5003425279470556,0.4713891517538158,0.5248698207926557,0.3897593699807483,0.4376805159939383,0.4659984894263417,0.5047692749927111,0.4687173159812377,0.4946268332630021,0.4851532110094216,0.4342985650261723,0.06488863557672327,0.4681990503501874,0.521253199412317,0.5020668028580964,0.473169595562,0.532029012226375,0.45906401639565536,0.592417979826399,0.4968371128008875,0.43460222987221614,0.4866628193786709,0.1805331557741118,0.459005380019975,0.5367245046591531,0.5517907683719454,0.47238135851152663,0.5036087801507896,0.48169571006913997,0.4603897699776014,0.417828720502803,0.32617159855333305,0.5115919757787147,0.5434070636366533,0.5384856813811288,0.6153519273022353,0.5774598985160859,0.5357466481162102,0.5207090194128435,0.5888946644080185,0.5184001816024193,0.3640647508368355,0.45200460800132375,0.15401069536471956,0.15135733583751382
mdo cb M 1,,,,,0.41338892123997834,0.42611104338783246,0.502943116106597,0.4724720627828246,0.46538071051787777,0.46128456751019403,0.4851947012040197,0.3883740233121393,0.42597965298682594,0.4432824200463246,0.3979855556832731,0.5728957503859594,0.5017575823206727,0.4588725787593091,0.44082612510141045,0.5394478546980996,0.36321831031025237,0.2704079583267102,0.539141077736774,0.48156911134754593,0.5325380538488967,0.57237454440441,0.49149693390746707,0.46336896225201457,0.4275906403901746,0.42707202467052985,0.3176731580563002,0.43872652780733007,0.5507293195502773,0.5414224389349527,0.47275515900476517,0.48302893015219717,0.08548644872081668,0.42058064875986806,0.5211130576072245,0.5351075252075503,0.38800103722780904,0.43540816865242893,0.40885818145710007,0.41312554313732297,0.5195079358700965,0.5289736446364992,0.5028639326673644,0.45931346072544377,0.1561063956456435,0.5563811204205981,0.527853595609212,0.5463792265420118,0.5216855059828567,0.5404241781154974,0.49869246114751087,0.5704809799608787,0.5567284189963836,0.430011145196861,0.47355879194518874,0.17132101179856304,0.5514021411556463,0.5728787534834866,0.5288681272455881,0.45495014517943966,0.43104074450121993,0.467252279874108,0.48162991678932787,0.41599006590347704,0.40478028757290063,0.569831503780601,0.5417259554314973,0.5817912830734068,0.6406846676755382,0.5338989137247186,0.5732802987484298,0.5017932863073504,0.599681850241367,0.5080126087156783,0.5447873979085891,0.5013218494853453,0.14866986726743597,0.19371736003243162
mdo cb F 1,,,,,0.3912133302135316,0.386595769032862,0.4924893792823801,0.48142456899628405,0.4525266010126928,0.434070324124892,0.4937781273696864,0.4101790811276846,0.42399717295844835,0.4501546571446662,0.4089555486174149,0.5456047561255183,0.4945475328271724,0.4536614103568762,0.4261719346299501,0.5137560499198567,0.31282133619653535,0.22691139576679625,0.5236763301954691,0.46599228791319636,0.5201829089984759,0.5625747659905093,0.4874481084362994,0.4543745699567822,0.43955173433921046,0.43218366382737405,0.34278835700110116,0.4625299759341712,0.5765896538215336,0.550719425373108,0.48398721592972627,0.4823138359503632,0.05337441656435896,0.4078106363811643,0.4855613340866168,0.5269858120383495,0.39266121110654195,0.43958955402712147,0.4189337292611617,0.4391377097226844,0.5167881762297898,0.5277847828174997,0.5107152693585048,0.46407340244452266,0.14060969338342091,0.5584747730972746,0.5268166610302807,0.5705226659388541,0.5321662544039705,0.5515241496519783,0.5002810606847776,0.5737237502712748,0.5684451997932488,0.42245449993424006,0.47997602687797886,0.137724206392184,0.5158183466619014,0.5551528849798211,0.5472935898497727,0.44998422421782774,0.4103408754994327,0.45549872564623745,0.47946520215073063,0.3952559348609862,0.37424773108931786,0.5300947361586313,0.5164212290833117,0.5688320773046186,0.6449853004104492,0.5487880770683121,0.584926548314368,0.5188574595276403,0.6061048029242994,0.49793312595185907,0.5125225058817623,0.5022878095286314,0.13381295683000569,0.18019247620435752
